H,H,H,H,H,H,H,H,H,H,H
7.551,7.681,7.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.52,-17.072,0.0,0.0,0.0,0.0,4.64
0.0,0.0,0.0,0.0,0.0,2.618,0.0,0.0,0.0,0.0,11.982
0.0,0.0,0.0,0.0,0.0,0.0,2.52,-17.072,0.0,0.0,4.64
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.618,0.0,0.0,11.982
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.344,14.99,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.365,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.493
