H,H,H,H,H
7.86,7.405,0.0,0.0,1.497
0.0,6.785,0.0,0.0,0.0
0.0,0.0,5.05,-14.0,0.0
0.0,0.0,0.0,5.05,0.0
0.0,0.0,0.0,0.0,8.26
