H,H,H,H,H,H,H,H,H
2.226,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.226,-14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.226,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.828,-14.0,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.828,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.828,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.774,8.273,1.558
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.957,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.793
