H,H,H,H,H
7.124,-14.0,1.906,0.0,0.0
0.0,7.124,1.906,0.0,0.0
0.0,0.0,7.248,0.79,0.79
0.0,0.0,0.0,5.034,1.5
0.0,0.0,0.0,0.0,5.034
