H,H,H,H,H,H,H
7.226,7.017,6.992,0.0,0.0,0.0,0.0
0.0,7.409,1.5,0.0,0.0,0.0,0.0
0.0,0.0,7.409,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.415,11.2,0.0,0.0
0.0,0.0,0.0,0.0,4.412,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.412,11.2
0.0,0.0,0.0,0.0,0.0,0.0,4.415
