H,H,H,H,H
7.072,7.766,0.0,0.0,2.194
0.0,7.124,0.0,0.0,0.0
0.0,0.0,5.752,-14.0,0.0
0.0,0.0,0.0,5.752,0.0
0.0,0.0,0.0,0.0,7.715
