H,H,H,H,H
7.79,8.588,0.0,0.904,0.0
0.0,6.899,2.869,0.0,0.0
0.0,0.0,6.899,8.588,0.0
0.0,0.0,0.0,7.79,0.0
0.0,0.0,0.0,0.0,9.601
