H,H,H,H,H,H,H,H,H
7.227,8.526,8.76,0.0,0.0,0.5,0.0,0.0,0.0
0.0,6.76,1.584,0.0,0.0,1.5,0.0,0.0,0.0
0.0,0.0,6.807,0.0,0.0,1.5,0.0,0.0,0.0
0.0,0.0,0.0,6.73,0.08,0.0,0.0,0.0,0.4
0.0,0.0,0.0,0.0,7.232,0.0,0.0,0.0,0.4
0.0,0.0,0.0,0.0,0.0,7.13,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.961,12.04,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.963,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.013
