H,H,H,H,H,H,H
2.727,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,2.727,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,2.727,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.471,7.5,2.63,2.63
0.0,0.0,0.0,0.0,6.463,2.63,2.63
0.0,0.0,0.0,0.0,0.0,7.365,1.7
0.0,0.0,0.0,0.0,0.0,0.0,12.758
