H,H,H,H,H,H,H,H,H,H,H
0.882,-12.5,-12.5,7.332,7.332,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882,-12.5,7.332,7.332,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.882,7.332,7.332,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.962,-13.203,8.672,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.71,6.806,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.382,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.362,7.992,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.371,7.992,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.288,7.992,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.371,7.992
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.362
