H,H,H,H,H,H,H,H,H
7.004,5.607,0.0,0.0,0.0,0.0,3.573,0.0,0.0
0.0,7.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.392,1.5,7.427,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.392,0.0,7.427,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.81,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.96,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.239,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.239
