H,H,H,H,H
3.024,-12.5,-12.5,0.0,0.0
0.0,3.024,-12.5,0.0,0.0
0.0,0.0,3.024,0.0,0.0
0.0,0.0,0.0,3.917,-12.4
0.0,0.0,0.0,0.0,3.924
