H,H,H,H,H,H,H
7.415,7.859,7.859,0.0,0.0,0.0,0.0
0.0,7.486,1.5,8.325,0.0,0.0,0.0
0.0,0.0,7.486,0.0,8.325,0.0,0.0
0.0,0.0,0.0,7.764,1.5,0.0,0.0
0.0,0.0,0.0,0.0,7.764,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.444,4.106
0.0,0.0,0.0,0.0,0.0,0.0,7.555
