H,H,H,H,H,H,H,H,H,H,H,H
3.644,-12.5,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.644,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.609,-12.5,-12.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.609,-12.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.609,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.644,-12.5,-12.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.644,-12.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.644,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.609,-12.5,-12.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.609,-12.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.609
