H,H,H,H,H
6.985,7.945,0.0,0.0,6.363
0.0,7.319,8.117,0.0,0.0
0.0,0.0,6.918,0.0,0.0
0.0,0.0,0.0,6.921,8.236
0.0,0.0,0.0,0.0,7.319
