H,H,H,H,H,H
7.548,1.5,8.272,0.0,0.0,0.0
0.0,7.548,0.0,8.272,0.0,0.0
0.0,0.0,7.732,1.5,0.0,0.0
0.0,0.0,0.0,7.732,0.0,0.0
0.0,0.0,0.0,0.0,4.456,11.11
0.0,0.0,0.0,0.0,0.0,4.454
