H,H,H,H,H
3.759,-14.0,-14.0,0.0,0.0
0.0,3.759,-14.0,0.0,0.0
0.0,0.0,3.759,0.0,0.0
0.0,0.0,0.0,7.728,0.4
0.0,0.0,0.0,0.0,7.837
