H,H,H,H,H,H,H
2.623,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,2.623,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,2.623,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.36,7.665,8.526,0.0
0.0,0.0,0.0,0.0,7.453,0.0,1.554
0.0,0.0,0.0,0.0,0.0,7.106,2.171
0.0,0.0,0.0,0.0,0.0,0.0,7.38
