H,H,H,H,H,H
3.939,-14.0,-14.0,0.0,0.0,0.0
0.0,3.939,-14.0,0.0,0.0,0.0
0.0,0.0,3.939,0.0,0.0,0.0
0.0,0.0,0.0,6.889,7.856,5.54
0.0,0.0,0.0,0.0,7.166,1.464
0.0,0.0,0.0,0.0,0.0,7.541
