H,H,H,H,H,H,H,H,H
6.93,16.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.397,1.557,8.347,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.397,0.0,8.347,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.754,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.754,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.384,0.669,2.176
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.384,1.507
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.116
