H,H,H,H,H,H,H,H,H,H,H
7.417,7.971,7.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.461,1.5,7.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.461,0.0,7.843,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.52,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.52,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.082,1.5,9.324,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.082,0.0,9.324,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.229,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.229
