H,H,H,H,H,H,H,H,H,H,H
1.901,-14.9,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.901,-14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.431,8.553,4.461,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.905,-13.997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.179,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.271,6.974,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.354,8.825,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.289,8.825,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.354,6.974
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.271
