H,H,H,H,H,H,H,H,H,H,H,H,H
1.211,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.888
0.0,1.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.888
0.0,0.0,1.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.888
0.0,0.0,0.0,1.211,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.888
0.0,0.0,0.0,0.0,1.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.888
0.0,0.0,0.0,0.0,0.0,1.211,0.0,0.0,0.0,0.0,0.0,0.0,6.888
0.0,0.0,0.0,0.0,0.0,0.0,2.211,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.211,-12.4,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.211,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.035,7.66,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.725,1.33,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.816
