H,H,H,H,H,H,H
3.035,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,3.035,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,3.035,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.741,-14.0,10.114,10.114
0.0,0.0,0.0,0.0,3.741,10.114,10.114
0.0,0.0,0.0,0.0,0.0,3.547,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,3.547
