H,H,H,H,H,H,H,H,H,H,H,H,H,H
1.541,-14.0,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.541,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.581,6.55,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.757,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.602,12.62,0.0,0.0,6.46,6.46,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.831,0.0,0.0,6.46,6.46,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.602,12.62,0.0,0.0,6.46,6.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.831,0.0,0.0,6.46,6.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.695,11.44,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.724,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.691,11.44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.732
