H,H,H,H,H,H,H,H
1.271,-14.0,-14.0,7.631,7.631,0.0,0.0,0.0
0.0,1.271,-14.0,7.631,7.631,0.0,0.0,0.0
0.0,0.0,1.271,7.631,7.631,0.0,0.0,0.0
0.0,0.0,0.0,3.09,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.215,8.513,5.562
0.0,0.0,0.0,0.0,0.0,0.0,7.811,1.756
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.393
