H,H,H,H,H,H
7.147,8.442,8.138,0.0,0.0,0.0
0.0,7.24,0.0,8.138,0.0,0.0
0.0,0.0,7.705,0.0,0.0,0.0
0.0,0.0,0.0,7.542,0.0,0.0
0.0,0.0,0.0,0.0,6.587,3.456
0.0,0.0,0.0,0.0,0.0,7.395
