H,H,H,H,H,H,H,H,H,H,H,H
5.431,0.579,0.0,0.0,0.0,18.802,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.328,0.0,0.0,0.0,11.845,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.142,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.142,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.085,0.0,0.0,0.0,0.0,6.192,6.192
0.0,0.0,0.0,0.0,0.0,0.0,7.326,1.5,9.149,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.326,0.0,9.149,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.025,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.025,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,14.58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.591
