H,H,H,H,H,H,H
3.617,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,3.617,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,3.617,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.288,7.0,7.401,0.0
0.0,0.0,0.0,0.0,7.288,0.0,7.401
0.0,0.0,0.0,0.0,0.0,7.391,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.391
