H,H,H,H,H,H,H,H,H,H,H
3.255,-12.5,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.255,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.255,-12.5,-12.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.255,-12.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.255,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.255,-12.5,-12.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.255,-12.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.255,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.896,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.896
