H,H,H,H,H,H,H,H,H,H
1.247,-14.0,-14.0,7.352,7.352,0.0,0.0,0.0,0.0,0.0
0.0,1.247,-14.0,7.352,7.352,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.247,7.352,7.352,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.18,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.18,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.082,5.315,0.0,0.0,1.466
0.0,0.0,0.0,0.0,0.0,0.0,7.446,0.0,0.0,2.848
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.767,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.767,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.283
