H,H,H,H,H
7.649,7.984,7.984,0.0,0.0
0.0,7.728,0.0,0.0,0.0
0.0,0.0,7.915,0.0,0.0
0.0,0.0,0.0,8.003,0.0
0.0,0.0,0.0,0.0,6.164
