H,H,H,H,H,H,H,H
2.693,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,2.693,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.693,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.488,1.5,7.452,0.0,0.0
0.0,0.0,0.0,0.0,7.488,0.0,7.452,0.0
0.0,0.0,0.0,0.0,0.0,8.077,1.5,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.077,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.592
