H,H,H,H,H,H,H
7.596,7.629,4.393,0.0,0.0,0.0,0.0
0.0,8.336,1.5,1.5,0.0,0.0,0.0
0.0,0.0,8.624,0.0,0.0,0.0,0.0
0.0,0.0,0.0,9.043,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.725,12.55,0.0
0.0,0.0,0.0,0.0,0.0,4.724,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.586
