H,H,H,H,H,H,H,H,H,H
2.406,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.406,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.848,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.848,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.848,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.815,8.979,0.0,2.643
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.336,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.212,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.144
