H,H,H,H,H
3.818,-14.0,-14.0,0.0,0.0
0.0,3.818,-14.0,0.0,0.0
0.0,0.0,3.818,0.0,0.0
0.0,0.0,0.0,6.401,6.067
0.0,0.0,0.0,0.0,6.999
