H,H,H,H,H,H,H,H
2.401,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,2.401,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.401,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.941,8.703,1.684,0.0,0.0
0.0,0.0,0.0,0.0,7.49,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,8.665,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.986,16.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.943
