H,H,H,H,H,H,H,H,H,H,H,H,H
6.774,8.395,8.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.299,1.5,8.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.299,0.5,8.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.876,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.543,-14.0,0.0,0.0,6.273,6.273,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.543,0.0,0.0,6.273,6.273,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.543,-14.0,0.0,0.0,6.273,6.273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.543,0.0,0.0,6.273,6.273
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.747,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.747,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.747,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.747
