H,H,H,H,H
2.645,-14.0,-14.0,0.0,0.0
0.0,2.645,-14.0,0.0,0.0
0.0,0.0,2.645,0.0,0.0
0.0,0.0,0.0,7.755,8.48
0.0,0.0,0.0,0.0,7.687
