H,H,H,H,H,H
3.909,-14.0,-14.0,0.0,0.0,0.0
0.0,3.909,-14.0,0.0,0.0,0.0
0.0,0.0,3.909,0.0,0.0,0.0
0.0,0.0,0.0,7.173,8.011,1.497
0.0,0.0,0.0,0.0,7.049,0.0
0.0,0.0,0.0,0.0,0.0,7.138
