H,H,H,H,H
7.548,8.553,2.257,0.0,0.0
0.0,6.892,0.0,0.0,0.0
0.0,0.0,7.688,0.0,0.0
0.0,0.0,0.0,6.193,1.737
0.0,0.0,0.0,0.0,6.414
