H,H,H,H,H,H,H,H,H,H,H
1.98,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.98,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.672,-10.314,3.072,5.373,9.506,5.776,0.0,0.0
0.0,0.0,0.0,0.0,1.678,3.512,14.798,5.776,9.506,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.583,-12.288,0.0,0.0,6.382,7.215
0.0,0.0,0.0,0.0,0.0,0.0,1.577,0.0,0.0,7.215,6.382
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.002,-12.4,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.002,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.202,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.202
