H,H,H,H,H,H,H,H,H,H,H
3.754,-11.5,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.754,-11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.987,0.0,2.259,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.217,8.931,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.705,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.078,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.801,-12.4,7.289,7.289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.801,7.289,7.289
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.716,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.716
