H,H,H,H,H
2.387,-14.0,-14.0,0.0,0.0
0.0,2.387,-14.0,0.0,0.0
0.0,0.0,2.387,0.0,0.0
0.0,0.0,0.0,7.789,0.0
0.0,0.0,0.0,0.0,8.293
