H,H,H,H,H,H,H,H,H,H,H,H,H
1.383,-14.0,-14.0,0.0,0.0,0.0,7.337,7.337,0.0,0.0,0.0,0.0,0.0
0.0,1.383,-14.0,0.0,0.0,0.0,7.337,7.337,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.383,0.0,0.0,0.0,7.337,7.337,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.868,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.868,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.138,-14.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.138,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.983,8.43,1.704,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.076,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571
