H,H,H,H,H,H,H,H,H
7.185,8.49,8.49,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.4,1.382,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.376,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.948,-14.0,5.6,5.6,0.0,0.0
0.0,0.0,0.0,0.0,3.948,5.6,5.6,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.948,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.948,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.113,13.57
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.112
