H,H,H,H,H,H,H,H
1.174,-14.0,-14.0,7.876,7.876,0.0,0.0,0.0
0.0,1.174,-14.0,7.876,7.876,0.0,0.0,0.0
0.0,0.0,1.174,7.876,7.876,0.0,0.0,0.0
0.0,0.0,0.0,3.066,-14.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.066,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.25,5.4,4.178
0.0,0.0,0.0,0.0,0.0,0.0,7.886,1.145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.969
