H,H,H,H,H,H,H,H,H,H,H,H,H
1.251,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.915
0.0,1.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.007
0.0,0.0,1.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.962
0.0,0.0,0.0,1.251,0.0,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,7.003
0.0,0.0,0.0,0.0,1.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.964
0.0,0.0,0.0,0.0,0.0,1.251,0.0,0.0,0.0,0.0,0.0,0.0,6.912
0.0,0.0,0.0,0.0,0.0,0.0,7.297,3.325,8.221,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.297,0.0,8.221,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.231,1.594,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.231,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.669,-12.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.669,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.911
