H,H,H,H,H,H,H,H,H,H,H,H
3.152,-12.0,10.562,7.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.152,4.443,5.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.712,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.759,-11.5,4.619,4.619,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.759,4.619,4.619,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.596,-12.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.596,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.759,-12.4,4.619,4.619
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.759,4.619,4.619
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.596,-12.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.596
