H,H,H,H,H
7.191,7.419,7.419,0.0,0.0
0.0,7.392,1.5,8.284,0.0
0.0,0.0,7.392,0.0,8.284
0.0,0.0,0.0,7.314,1.5
0.0,0.0,0.0,0.0,7.314
