H,H,H,H,H,H,H,H,H,H,H
3.868,7.56,7.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.878,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.686,6.81,6.81,1.5,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.936,1.5,6.55,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.936,0.5,6.55,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.395,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.395,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.54,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712,12.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.711
