H,H,H,H,H
7.026,5.608,4.014,0.0,0.0
0.0,7.367,1.429,0.0,0.0
0.0,0.0,7.094,0.0,0.0
0.0,0.0,0.0,4.9,14.01
0.0,0.0,0.0,0.0,4.903
