H,H,H,H,H
7.578,7.031,1.412,7.821,0.0
0.0,7.704,7.809,0.0,0.0
0.0,0.0,7.56,0.0,0.0
0.0,0.0,0.0,7.872,0.0
0.0,0.0,0.0,0.0,10.159
