H,H,H,H,H,H,H,H,H,H
3.884,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.884,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.553,7.695,7.695,1.515,1.568,0.0,0.0
0.0,0.0,0.0,0.0,7.566,1.5,8.233,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.566,0.0,8.233,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.861,1.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.861,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.027,10.855
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.189
