H,H,H,H,H
7.366,5.769,1.5,0.0,0.0
0.0,8.305,0.5,0.0,0.0
0.0,0.0,7.485,0.0,0.0
0.0,0.0,0.0,4.482,11.11
0.0,0.0,0.0,0.0,4.481
