H,H,H,H,H,H
2.078,-14.214,10.765,4.753,4.681,10.382
0.0,2.078,4.138,10.765,10.382,6.722
0.0,0.0,3.105,-11.87,-0.051,0.437
0.0,0.0,0.0,3.105,0.514,0.044
0.0,0.0,0.0,0.0,3.105,-11.57
0.0,0.0,0.0,0.0,0.0,3.105
