H,H,H,H,H,H,H,H
1.771,-14.0,7.097,7.097,7.885,7.885,0.0,0.0
0.0,1.771,7.097,7.097,7.885,7.885,0.0,0.0
0.0,0.0,1.744,-14.0,0.0,0.0,7.885,7.885
0.0,0.0,0.0,1.744,0.0,0.0,7.885,7.885
0.0,0.0,0.0,0.0,2.408,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.408,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.339,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.339
