H,H,H,H,H,H
7.45,7.851,9.663,0.0,0.0,0.0
0.0,7.721,0.0,8.831,0.0,0.0
0.0,0.0,8.196,0.0,0.0,0.0
0.0,0.0,0.0,7.623,0.0,0.0
0.0,0.0,0.0,0.0,7.834,9.036
0.0,0.0,0.0,0.0,0.0,6.992
