H,H,H,H,H,H,H,H,H,H,H,H
1.82,-14.0,0.0,0.0,0.0,0.0,5.887,5.887,5.887,5.887,0.0,0.0
0.0,1.82,0.0,0.0,0.0,0.0,5.887,5.887,5.887,5.887,0.0,0.0
0.0,0.0,7.378,1.5,7.584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.378,0.0,7.584,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.432,1.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,7.432,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.349,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.349,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.349,-14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.349,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.284,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.284
