H,H,H,H,H,H,H,H,H,H,H
7.499,8.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.748
0.0,7.617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.369,1.5,0.0,0.0,5.237,0.0,0.0,0.0,0.0
0.0,0.0,0.0,7.369,0.0,0.0,0.0,5.237,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.992,-14.0,0.0,0.0,6.798,6.798,0.0
0.0,0.0,0.0,0.0,0.0,2.992,0.0,0.0,6.798,6.798,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.411,1.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.411,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.698,-14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.698,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.771
