H,H,H,H,H
7.667,4.527,0.0,0.0,0.0
0.0,7.079,0.0,0.0,0.0
0.0,0.0,7.667,0.0,0.0
0.0,0.0,0.0,4.615,-14.0
0.0,0.0,0.0,0.0,4.615
