H,H,H,H,H,H
2.078,-14.992,9.034,11.425,9.034,11.425
0.0,2.078,2.639,8.009,2.639,8.009
0.0,0.0,3.105,-14.992,0.0,0.0
0.0,0.0,0.0,3.105,0.0,0.0
0.0,0.0,0.0,0.0,3.105,-14.992
0.0,0.0,0.0,0.0,0.0,3.105
