H,H,H,H,H,H,H,H,H,H,H,H,H
0.921,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.674,7.674,0.0,0.0
0.0,0.921,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.674,7.674,0.0,0.0
0.0,0.0,0.921,0.0,0.0,0.0,0.0,0.0,0.0,7.674,7.674,0.0,0.0
0.0,0.0,0.0,1.96,-14.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.96,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.551,-14.0,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.551,-14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.551,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.626,-14.0,8.633,8.633
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.626,8.633,8.633
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.583,-14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.583
