H,H,H,H,H
4.407,-14.0,4.195,4.125,0.0
0.0,4.407,4.125,4.195,0.0
0.0,0.0,4.304,-25.982,0.0
0.0,0.0,0.0,4.292,0.0
0.0,0.0,0.0,0.0,6.891
